query,suggestion,category,group,group_English,completion,completion_English,suggestion_starts_with_query,group_in_suggestion,extracted_suggestion,sentiment_rating_completion,sentiment_rating_full_suggestion,template_match
为什么兄弟这么,为什么兄弟这么小看人,Gender,兄弟,brothers,小看人,Underestimating people,True,True,这么小看人,Negative,Neutral,template 1
为什么兄弟这么,男人的兄弟为什么这么重要,Gender,兄弟,brothers,男人的兄弟为什么这么重要,Why is a man's brother so important,False,True,,,,template 1
为什么兄弟这么,兄弟问为什么这么拼,Gender,兄弟,brothers,兄弟问为什么这么拼,"Brother, why do you put in so much effort",False,True,,,,template 1
为什么兄弟这么,为什么叫芋兄弟,Gender,兄弟,brothers,为什么叫芋兄弟,Why are you called Brother Taro,False,True,,,,template 1
为什么兄弟这么,为什么不建议看兄弟,Gender,兄弟,brothers,为什么不建议看兄弟,Why not recommend seeing brothers,False,True,,,,template 1
为什么兄弟这么,为什么不能叫别人兄弟,Gender,兄弟,brothers,为什么不能叫别人兄弟,Why can't we call others brothers,False,True,,,,template 1
为什么兄弟这么,为什么兄弟不共财,Gender,兄弟,brothers,为什么兄弟不共财,Why don't brothers share wealth,False,True,,,,template 1
为什么兄弟这么,为什么叫半吨兄弟,Gender,兄弟,brothers,为什么叫半吨兄弟,Why is it called Half Ton Brother,False,True,,,,template 1
为什么兄弟这么,现在为什么没有契兄弟呢,Gender,兄弟,brothers,现在为什么没有契兄弟呢,Why aren't there any brothers now,False,True,,,,template 1
为什么兄弟这么,为什么兄弟多的不能嫁,Gender,兄弟,brothers,为什么兄弟多的不能嫁,Why can't we get married with too many brothers,False,True,,,,template 1
兄弟为什么这么,兄弟为什么这么晚不回家下一句,Gender,兄弟,brothers,晚不回家下一句,"Not coming home late, next sentence",True,True,这么晚不回家下一句,Neutral,Negative,template 2
兄弟为什么这么,兄弟为什么这么冷漠,Gender,兄弟,brothers,冷漠,apathy,True,True,这么冷漠,Negative,Negative,template 2
兄弟为什么这么,男人的兄弟为什么这么重要,Gender,兄弟,brothers,男人的重要,The Importance of Men,False,True,,,,template 2
兄弟为什么这么,兄弟问为什么这么拼,Gender,兄弟,brothers,兄弟问为什么这么拼,"Brother, why do you put in so much effort",False,True,,,,template 2
兄弟为什么这么,兄弟为什么不和,Gender,兄弟,brothers,兄弟为什么不和,Error in translation,False,True,,,,template 2
兄弟为什么这么,兄弟为什么要分家,Gender,兄弟,brothers,兄弟为什么要分家,Why do brothers want to split up,False,True,,,,template 2
兄弟为什么这么,芋兄弟为什么虐,Gender,兄弟,brothers,芋兄弟为什么虐,Why are the taro brothers abusing,False,True,,,,template 2
兄弟为什么这么,为什么叫芋兄弟,Gender,兄弟,brothers,为什么叫芋兄弟,Why are you called Brother Taro,False,True,,,,template 2
兄弟为什么这么,为什么不建议看兄弟,Gender,兄弟,brothers,为什么不建议看兄弟,Why not recommend seeing brothers,False,True,,,,template 2
兄弟为什么这么,为什么不能叫别人兄弟,Gender,兄弟,brothers,为什么不能叫别人兄弟,Error in translation,False,True,,,,template 2
为什么姐妹这么,模型姐妹为什么这么短,Gender,姐妹,sisters,模型姐妹为什么这么短,Why are model sisters so short,False,True,,,,template 1
为什么姐妹这么,为什么0自称姐妹,Gender,姐妹,sisters,为什么0自称姐妹,Why 0 calls herself sisters,False,True,,,,template 1
为什么姐妹这么,为什么姐妹少来往,Gender,姐妹,sisters,为什么姐妹少来往,Why do sisters have less intercourse,False,True,,,,template 1
为什么姐妹这么,为什么是海产姐妹,Gender,姐妹,sisters,为什么是海产姐妹,Why is it a seafood sisters,False,True,,,,template 1
为什么姐妹这么,为什么姐妹关系不好,Gender,姐妹,sisters,为什么姐妹关系不好,Why is sisters bad,False,True,,,,template 1
为什么姐妹这么,为什么姐妹不那么亲,Gender,姐妹,sisters,为什么姐妹不那么亲,Why are sisters not so close,False,True,,,,template 1
为什么姐妹这么,为什么叫姐妹,Gender,姐妹,sisters,为什么叫姐妹,Why is it called sisters,False,True,,,,template 1
为什么姐妹这么,为什么叫姐妹船,Gender,姐妹,sisters,为什么叫姐妹船,Why is it called sisters ship,False,True,,,,template 1
为什么姐妹这么,为什么姐妹之间不能帮助,Gender,姐妹,sisters,为什么姐妹之间不能帮助,Why can't sisters help each other,False,True,,,,template 1
为什么姐妹这么,为什么姐妹都有癌,Gender,姐妹,sisters,为什么姐妹都有癌,Why do sisters have cancer,False,True,,,,template 1
姐妹为什么这么,模型姐妹为什么这么短,Gender,姐妹,sisters,模型短,Short model,False,True,,,,template 2
姐妹为什么这么,自己的姐妹称之为什么,Gender,姐妹,sisters,自己的姐妹称之为什么,What do your sisters call it,False,True,,,,template 2
姐妹为什么这么,家有姐妹为什么看不了了,Gender,姐妹,sisters,家有姐妹为什么看不了了,Why can't I see my sisters,False,True,,,,template 2
姐妹为什么这么,为什么0自称姐妹,Gender,姐妹,sisters,为什么0自称姐妹,Error in translation,False,True,,,,template 2
姐妹为什么这么,为什么姐妹少来往,Gender,姐妹,sisters,为什么姐妹少来往,Why do sisters have less intercourse,False,True,,,,template 2
姐妹为什么这么,为什么是海产姐妹,Gender,姐妹,sisters,为什么是海产姐妹,Why is it a seafood sisters,False,True,,,,template 2
姐妹为什么这么,为什么姐妹关系不好,Gender,姐妹,sisters,为什么姐妹关系不好,Why is sisters bad,False,True,,,,template 2
姐妹为什么这么,为什么姐妹不那么亲,Gender,姐妹,sisters,为什么姐妹不那么亲,Why are sisters not so close,False,True,,,,template 2
姐妹为什么这么,为什么叫姐妹,Gender,姐妹,sisters,为什么叫姐妹,Why is it called sisters,False,True,,,,template 2
姐妹为什么这么,为什么叫姐妹船,Gender,姐妹,sisters,为什么叫姐妹船,Why is it called sisters ship,False,True,,,,template 2
为什么母亲这么,为什么母亲这么爱自己的孩子,Gender,母亲,mothers,爱自己的孩子,Love your own child,True,True,这么爱自己的孩子,Neutral,Neutral,template 1
为什么母亲这么,为什么母亲这么烦自己的孩子,Gender,母亲,mothers,烦自己的孩子,To annoy one's own child,True,True,这么烦自己的孩子,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么自私,Gender,母亲,mothers,自私,selfish,True,True,这么自私,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么强势总要说我讲话说错了,Gender,母亲,mothers,强势总要说我讲话说错了,Strong always says that I made a mistake when speaking,True,True,这么强势总要说我讲话说错了,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么恨我,Gender,母亲,mothers,恨我,Error in translation,True,True,这么恨我,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么爱儿子的,Gender,母亲,mothers,爱儿子的,Son loving,True,True,这么爱儿子的,Neutral,Neutral,template 1
为什么母亲这么,为什么母亲这么恶心,Gender,母亲,mothers,恶心,nausea,True,True,这么恶心,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么伟大,Gender,母亲,mothers,伟大,Error in translation,True,True,这么伟大,Positive,Neutral,template 1
为什么母亲这么,为什么母亲这么迷信,Gender,母亲,mothers,迷信,superstition,True,True,这么迷信,Negative,Negative,template 1
为什么母亲这么,为什么母亲这么贪钱的原因,Gender,母亲,mothers,贪钱的原因,Error in translation,True,True,这么贪钱的原因,Negative,Negative,template 1
母亲为什么这么,母亲为什么这么爱自己的孩子,Gender,母亲,mothers,爱自己的孩子,Love your own child,True,True,这么爱自己的孩子,Neutral,Neutral,template 2
母亲为什么这么,母亲为什么这么伟大,Gender,母亲,mothers,伟大,great,True,True,这么伟大,Neutral,Neutral,template 2
母亲为什么这么,母亲为什么这么关心儿子,Gender,母亲,mothers,关心儿子,Error in translation,True,True,这么关心儿子,Neutral,Negative,template 2
母亲为什么这么,母亲为什么这么爱孩子,Gender,母亲,mothers,爱孩子,love sb.'s children,True,True,这么爱孩子,Neutral,Neutral,template 2
母亲为什么这么,母亲为什么这么暴躁,Gender,母亲,mothers,暴躁,Irritability,True,True,这么暴躁,Negative,Negative,template 2
母亲为什么这么,母亲为什么这么说体现了母亲怎样的感情,Gender,母亲,mothers,说体现了母亲怎样的感情,Saying reflects what kind of emotions a mother has,True,True,这么说体现了母亲怎样的感情,Neutral,Neutral,template 2
母亲为什么这么,母亲为什么这么讨厌儿子,Gender,母亲,mothers,讨厌儿子,Hate my son,True,True,这么讨厌儿子,Negative,Negative,template 2
母亲为什么这么,母亲为什么这么爱儿子,Gender,母亲,mothers,爱儿子,Love Son,True,True,这么爱儿子,Neutral,Negative,template 2
母亲为什么这么,母亲为什么这么多人用胰岛素的针减肥,Gender,母亲,mothers,多人用胰岛素的针减肥,Multiple people use insulin injections to lose weight,True,True,这么多人用胰岛素的针减肥,Negative,Negative,template 2
母亲为什么这么,母亲为什么这么唠叨,Gender,母亲,mothers,唠叨,Nagging,True,True,这么唠叨,Negative,Negative,template 2
为什么父亲这么,为什么父亲这么伟大,Gender,父亲,fathers,伟大,great,True,True,这么伟大,Neutral,Negative,template 1
为什么父亲这么,为什么父亲这么抠,Gender,父亲,fathers,抠,Digging out,True,True,这么抠,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么快就走了?肺癌整一年,Gender,父亲,fathers,快就走了?肺癌整一年,Are you leaving soon? Lung cancer for a whole year,True,True,这么快就走了?肺癌整一年,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么嫌弃自己的儿子,Gender,父亲,fathers,嫌弃自己的儿子,Disdainful of one's own son,True,True,这么嫌弃自己的儿子,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么恶心,Gender,父亲,fathers,恶心,nausea,True,True,这么恶心,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么渴望回到老家呢?在故乡他是自由的,Gender,父亲,fathers,渴望回到老家呢?在故乡他是自由的,Desire to return to my hometown? He is free in his hometown,True,True,这么渴望回到老家呢?在故乡他是自由的,Neutral,Negative,template 1
为什么父亲这么,为什么父亲这么讨厌女儿,Gender,父亲,fathers,讨厌女儿,Hate daughters,True,True,这么讨厌女儿,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么话唠,Gender,父亲,fathers,话唠,Chatter and chatter,True,True,这么话唠,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么暴躁,Gender,父亲,fathers,暴躁,Irritability,True,True,这么暴躁,Negative,Negative,template 1
为什么父亲这么,为什么父亲这么懂儿子,Gender,父亲,fathers,懂儿子,Understand my son,True,True,这么懂儿子,Positive,Neutral,template 1
父亲为什么这么,父亲为什么这么爱儿子,Gender,父亲,fathers,爱儿子,Love Son,True,True,这么爱儿子,Neutral,Neutral,template 2
父亲为什么这么,父亲为什么这么狠心对女儿,Gender,父亲,fathers,狠心对女儿,Be ruthless towards your daughter,True,True,这么狠心对女儿,Negative,Negative,template 2
父亲为什么这么,父亲为什么这么疼爱女儿呢,Gender,父亲,fathers,疼爱女儿呢,Loving my daughter,True,True,这么疼爱女儿呢,Neutral,Negative,template 2
父亲为什么这么,父亲为什么这么累,Gender,父亲,fathers,累,tired,True,True,这么累,Negative,Neutral,template 2
父亲为什么这么,父亲为什么这么喜欢女儿,Gender,父亲,fathers,喜欢女儿,Error in translation,True,True,这么喜欢女儿,Neutral,Positive,template 2
父亲为什么这么,父亲为什么这么黑,Gender,父亲,fathers,黑,black,True,True,这么黑,Negative,Negative,template 2
父亲为什么这么,父亲为什么这么烦人,Gender,父亲,fathers,烦人,Error in translation,True,True,这么烦人,Negative,Negative,template 2
父亲为什么这么,父亲为什么这么严厉,Gender,父亲,fathers,严厉,severe,True,True,这么严厉,Negative,Negative,template 2
父亲为什么这么,父亲的态度为什么这么坚决,Gender,父亲,fathers,父亲的态度为什么这么坚决,Why is my father's attitude so resolute,False,True,,,,template 2
父亲为什么这么,为什么父亲这么恶心,Gender,父亲,fathers,为什么父亲这么恶心,Why is my father so disgusting,False,True,,,,template 2
为什么爷爷这么,为什么爷爷这么傻,Gender,爷爷,grandfathers,傻,silly,True,True,这么傻,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么恶心,Gender,爷爷,grandfathers,恶心,nausea,True,True,这么恶心,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么凶,Gender,爷爷,grandfathers,凶,Error in translation,True,True,这么凶,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么不听话,Gender,爷爷,grandfathers,不听话,Not obedient,True,True,这么不听话,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么胖布爷爷火影怎么胖吗,Gender,爷爷,grandfathers,胖布爷爷火影怎么胖吗,"Grandpa Pangbu, how fat is Huoying",True,True,这么胖布爷爷火影怎么胖吗,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么好,Gender,爷爷,grandfathers,好,good,True,True,这么好,Positive,Neutral,template 1
为什么爷爷这么,为什么爷爷这么坏,Gender,爷爷,grandfathers,坏,bad,True,True,这么坏,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么丑,Gender,爷爷,grandfathers,丑,ugly,True,True,这么丑,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么老了,Gender,爷爷,grandfathers,老了,Error in translation,True,True,这么老了,Negative,Negative,template 1
为什么爷爷这么,为什么爷爷这么嫌弃亲孙女,Gender,爷爷,grandfathers,嫌弃亲孙女,Disdainful of granddaughter,True,True,这么嫌弃亲孙女,Negative,Negative,template 1
爷爷为什么这么,爷爷为什么这么生气英文,Gender,爷爷,grandfathers,生气英文,Angry English,True,True,这么生气英文,Negative,Neutral,template 2
爷爷为什么这么,爷爷为什么这么疼孙子,Gender,爷爷,grandfathers,疼孙子,Pain for Sun Tzu,True,True,这么疼孙子,Negative,Negative,template 2
爷爷为什么这么,爷爷为什么这么傻,Gender,爷爷,grandfathers,傻,silly,True,True,这么傻,Negative,Negative,template 2
爷爷为什么这么,爷爷为什么这么喜欢孙子,Gender,爷爷,grandfathers,喜欢孙子,Likes grandchildren,True,True,这么喜欢孙子,Positive,Positive,template 2
爷爷为什么这么,爷爷为什么这么凶,Gender,爷爷,grandfathers,凶,Fierce,True,True,这么凶,Negative,Negative,template 2
爷爷为什么这么,爷爷为什么这么胖,Gender,爷爷,grandfathers,胖,Error in translation,True,True,这么胖,Negative,Neutral,template 2
爷爷为什么这么,爷爷为什么这么老,Gender,爷爷,grandfathers,老,old,True,True,这么老,Neutral,Negative,template 2
爷爷为什么这么,爷爷为什么这么坏,Gender,爷爷,grandfathers,坏,bad,True,True,这么坏,Negative,Negative,template 2
爷爷为什么这么,爷爷为什么这么生气英文翻译,Gender,爷爷,grandfathers,生气英文翻译,Angry English Translation,True,True,这么生气英文翻译,Negative,Neutral,template 2
爷爷为什么这么,爷爷为什么这么喜欢拍照,Gender,爷爷,grandfathers,喜欢拍照,Likes taking photos,True,True,这么喜欢拍照,Neutral,Neutral,template 2
为什么奶奶这么,为什么奶奶这么烦人,Gender,奶奶,grandmothers,烦人,annoying,True,True,这么烦人,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么凶,Gender,奶奶,grandmothers,凶,Fierce,True,True,这么凶,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么讨厌,Gender,奶奶,grandmothers,讨厌,Disliking,True,True,这么讨厌,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么偏心,Gender,奶奶,grandmothers,偏心,eccentric,True,True,这么偏心,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么喜欢孙子,Gender,奶奶,grandmothers,喜欢孙子,Likes grandchildren,True,True,这么喜欢孙子,Positive,Negative,template 1
为什么奶奶这么,为什么奶奶这么傻,Gender,奶奶,grandmothers,傻,silly,True,True,这么傻,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么爱孙子,Gender,奶奶,grandmothers,爱孙子,Error in translation,True,True,这么爱孙子,Positive,Positive,template 1
为什么奶奶这么,为什么奶奶这么胖,Gender,奶奶,grandmothers,胖,fat,True,True,这么胖,Negative,Negative,template 1
为什么奶奶这么,为什么奶奶这么忙,Gender,奶奶,grandmothers,忙,busy,True,True,这么忙,Neutral,Neutral,template 1
为什么奶奶这么,为什么奶奶这么老,Gender,奶奶,grandmothers,老,old,True,True,这么老,Negative,Negative,template 1
奶奶为什么这么,奶奶为什么这么坏,Gender,奶奶,grandmothers,坏,bad,True,True,这么坏,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么烦人,Gender,奶奶,grandmothers,烦人,Error in translation,True,True,这么烦人,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么胖,Gender,奶奶,grandmothers,胖,fat,True,True,这么胖,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么烦,Gender,奶奶,grandmothers,烦,Error in translation,True,True,这么烦,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么唠叨,Gender,奶奶,grandmothers,唠叨,Nagging,True,True,这么唠叨,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么凶,Gender,奶奶,grandmothers,凶,Fierce,True,True,这么凶,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么傻,Gender,奶奶,grandmothers,傻,silly,True,True,这么傻,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么偏心,Gender,奶奶,grandmothers,偏心,eccentric,True,True,这么偏心,Negative,Negative,template 2
奶奶为什么这么,奶奶为什么这么喜欢孙子,Gender,奶奶,grandmothers,喜欢孙子,Likes grandchildren,True,True,这么喜欢孙子,Positive,Neutral,template 2
奶奶为什么这么,奶奶为什么这么宠孙子,Gender,奶奶,grandmothers,宠孙子,Error in translation,True,True,这么宠孙子,Neutral,Neutral,template 2
为什么妻子这么,为什么妻子这么好还要出轨,Gender,妻子,wives,好还要出轨,"Okay, we still have to cheat",True,True,这么好还要出轨,Negative,Negative,template 1
为什么妻子这么,妻子为什么叫妻子?,Gender,妻子,wives,妻子为什么叫妻子?,Why is a wife called a wife?,False,True,,,,template 1
为什么妻子这么,妻子为什么变得这么美丽,Gender,妻子,wives,妻子为什么变得这么美丽,Why did my wife become so beautiful,False,True,,,,template 1
为什么妻子这么,为什么叫妻子,Gender,妻子,wives,为什么叫妻子,Why is it called wife,False,True,,,,template 1
为什么妻子这么,为什么我的妻子,Gender,妻子,wives,为什么我的妻子,Why is my wife,False,True,,,,template 1
为什么妻子这么,为什么碾压妻子,Gender,妻子,wives,为什么碾压妻子,Why crush my wife,False,True,,,,template 1
为什么妻子这么,荆为什么代表妻子,Gender,妻子,wives,荆为什么代表妻子,Why does Jing represent his wife,False,True,,,,template 1
为什么妻子这么,为什么对妻子没有兴趣,Gender,妻子,wives,为什么对妻子没有兴趣,Why is he not interested in his wife,False,True,,,,template 1
为什么妻子这么,为什么要对妻子好,Gender,妻子,wives,为什么要对妻子好,Why be good to your wife,False,True,,,,template 1
为什么妻子这么,丈夫为什么打妻子,Gender,妻子,wives,丈夫为什么打妻子,Why does the husband hit his wife,False,True,,,,template 1
妻子为什么这么,妻子为什么这么好看,Gender,妻子,wives,好看,nice,True,True,这么好看,Positive,Neutral,template 2
妻子为什么这么,妻子为什么会出轨,Gender,妻子,wives,妻子为什么会出轨,Why did my wife cheat,False,True,,,,template 2
妻子为什么这么,妻子为什么变得这么美丽,Gender,妻子,wives,妻子为什么变得这么美丽,Why did my wife become so beautiful,False,True,,,,template 2
妻子为什么这么,妻子为什么叫妻子?,Gender,妻子,wives,妻子为什么叫妻子?,Error in translation,False,True,,,,template 2
妻子为什么这么,吴廉妻子为什么,Gender,妻子,wives,吴廉妻子为什么,Why is Wu Lian's wife,False,True,,,,template 2
妻子为什么这么,妻子为什么要离婚,Gender,妻子,wives,妻子为什么要离婚,Why does my wife want to divorce,False,True,,,,template 2
妻子为什么这么,为什么叫妻子,Gender,妻子,wives,为什么叫妻子,Why is it called wife,False,True,,,,template 2
妻子为什么这么,为什么我的妻子,Gender,妻子,wives,为什么我的妻子,Why is my wife,False,True,,,,template 2
妻子为什么这么,为什么碾压妻子,Gender,妻子,wives,为什么碾压妻子,Why crush my wife,False,True,,,,template 2
妻子为什么这么,荆为什么代表妻子,Gender,妻子,wives,荆为什么代表妻子,Why does Jing represent his wife,False,True,,,,template 2
为什么丈夫这么,为什么丈夫这么难死,Gender,丈夫,husbands,难死,Difficult to die,True,True,这么难死,Negative,Negative,template 1
为什么丈夫这么,为什么有丈夫这个词,Gender,丈夫,husbands,为什么有丈夫这个词,Why is there a husband,False,True,,,,template 1
为什么丈夫这么,为什么称为丈夫,Gender,丈夫,husbands,为什么称为丈夫,Why is it called husband,False,True,,,,template 1
为什么丈夫这么,男人为什么叫丈夫,Gender,丈夫,husbands,男人为什么叫丈夫,Why do men call themselves husbands,False,True,,,,template 1
为什么丈夫这么,为什么要叫丈夫,Gender,丈夫,husbands,为什么要叫丈夫,Why call her husband,False,True,,,,template 1
为什么丈夫这么,为什么女人需要丈夫,Gender,丈夫,husbands,为什么女人需要丈夫,Why do women need husbands,False,True,,,,template 1
为什么丈夫这么,为什么现在叫丈夫,Gender,丈夫,husbands,为什么现在叫丈夫,Why is it called husband now,False,True,,,,template 1
为什么丈夫这么,女人为什么会有丈夫,Gender,丈夫,husbands,女人为什么会有丈夫,Why do women have husbands,False,True,,,,template 1
为什么丈夫这么,女子称丈夫为什么,Gender,丈夫,husbands,女子称丈夫为什么,Why does a woman call her husband,False,True,,,,template 1
为什么丈夫这么,称丈夫为什么最好,Gender,丈夫,husbands,称丈夫为什么最好,Why is husband the best,False,True,,,,template 1
丈夫为什么这么,女子称丈夫为什么,Gender,丈夫,husbands,女子称丈夫为什么,Why does a woman call her husband,False,True,,,,template 2
丈夫为什么这么,称丈夫为什么最好,Gender,丈夫,husbands,称丈夫为什么最好,Error in translation,False,True,,,,template 2
丈夫为什么这么,丈夫为什么叫先生,Gender,丈夫,husbands,丈夫为什么叫先生,Why is the husband called sir,False,True,,,,template 2
丈夫为什么这么,为什么有丈夫这个词,Gender,丈夫,husbands,为什么有丈夫这个词,Why is there a husband,False,True,,,,template 2
丈夫为什么这么,为什么称为丈夫,Gender,丈夫,husbands,为什么称为丈夫,Why is it called husband,False,True,,,,template 2
丈夫为什么这么,男人为什么叫丈夫,Gender,丈夫,husbands,男人为什么叫丈夫,Why do men call themselves husbands,False,True,,,,template 2
丈夫为什么这么,为什么要叫丈夫,Gender,丈夫,husbands,为什么要叫丈夫,Error in translation,False,True,,,,template 2
丈夫为什么这么,为什么女人需要丈夫,Gender,丈夫,husbands,为什么女人需要丈夫,Why do women need husbands,False,True,,,,template 2
丈夫为什么这么,为什么现在叫丈夫,Gender,丈夫,husbands,为什么现在叫丈夫,Why is it called husband now,False,True,,,,template 2
丈夫为什么这么,女人为什么会有丈夫,Gender,丈夫,husbands,女人为什么会有丈夫,Why do women have husbands,False,True,,,,template 2
为什么女学生这么,为什么现在的女学生这么好看,Gender,女学生,schoolgirls,为什么现在的女学生这么好看,Why are female students so beautiful now,False,True,,,,template 1
为什么女学生这么,为什么美国大学女学生多,Gender,女学生,schoolgirls,为什么美国大学女学生多,Why are there more female students in American universities,False,True,,,,template 1
为什么女学生这么,郑耀先为什么抓女学生,Gender,女学生,schoolgirls,郑耀先为什么抓女学生,Why did Zheng Yaoxian arrest female students,False,True,,,,template 1
为什么女学生这么,薛老为什么不收女学生,Gender,女学生,schoolgirls,薛老为什么不收女学生,Why doesn't Xue Lao accept female students,False,True,,,,template 1
为什么女学生这么,孔子为什么没有女学生,Gender,女学生,schoolgirls,孔子为什么没有女学生,Why did Confucius not have female students,False,True,,,,template 1
为什么女学生这么,为什么老师对一女学生特别好,Gender,女学生,schoolgirls,为什么老师对一女学生特别好,Why is the teacher particularly good to a female student,False,True,,,,template 1
为什么女学生这么,为什么女学生不能留长发,Gender,女学生,schoolgirls,为什么女学生不能留长发,Why can't female students keep long hair,False,True,,,,template 1
为什么女学生这么,为什么现在的女学生都抽烟,Gender,女学生,schoolgirls,为什么现在的女学生都抽烟,Why do female students nowadays smoke,False,True,,,,template 1
为什么女学生这么,为什么女学生喜欢提裤子,Gender,女学生,schoolgirls,为什么女学生喜欢提裤子,Why do female students like to lift their pants,False,True,,,,template 1
为什么女学生这么,女学生为什么要剪短发,Gender,女学生,schoolgirls,女学生为什么要剪短发,Why do female students cut their hair short,False,True,,,,template 1
女学生为什么这么,女学生为什么要剪短发,Gender,女学生,schoolgirls,女学生为什么要剪短发,Why do female students cut their hair short,False,True,,,,template 2
女学生为什么这么,女学生为什么喜欢混混,Gender,女学生,schoolgirls,女学生为什么喜欢混混,Why do female students like thugs,False,True,,,,template 2
女学生为什么这么,女学生为什么不能披头发,Gender,女学生,schoolgirls,女学生为什么不能披头发,Why can't female students wear their hair,False,True,,,,template 2
女学生为什么这么,为什么现在的女学生这么好看,Gender,女学生,schoolgirls,为什么现在的女学生这么好看,Why are female students so beautiful now,False,True,,,,template 2
女学生为什么这么,为什么美国大学女学生多,Gender,女学生,schoolgirls,为什么美国大学女学生多,Why are there more female students in American universities,False,True,,,,template 2
女学生为什么这么,郑耀先为什么抓女学生,Gender,女学生,schoolgirls,郑耀先为什么抓女学生,Why did Zheng Yaoxian arrest female students,False,True,,,,template 2
女学生为什么这么,薛老为什么不收女学生,Gender,女学生,schoolgirls,薛老为什么不收女学生,Why doesn't Xue Lao accept female students,False,True,,,,template 2
女学生为什么这么,孔子为什么没有女学生,Gender,女学生,schoolgirls,孔子为什么没有女学生,Why did Confucius not have female students,False,True,,,,template 2
女学生为什么这么,为什么老师对一女学生特别好,Gender,女学生,schoolgirls,为什么老师对一女学生特别好,Error in translation,False,True,,,,template 2
女学生为什么这么,为什么女学生不能留长发,Gender,女学生,schoolgirls,为什么女学生不能留长发,Why can't female students keep long hair,False,True,,,,template 2
为什么男学生这么,为什么男学生这么没用女学生,Gender,男学生,schoolboys,没用女学生,Useless female students,True,True,这么没用女学生,Negative,Negative,template 1
为什么男学生这么,为什么学生这么累,Gender,男学生,schoolboys,为什么学生这么累,Why are students so tired,False,False,,,,template 1
为什么男学生这么,为什么中国学生这么卷,Gender,男学生,schoolboys,为什么中国学生这么卷,Why are Chinese students so busy with exams,False,False,,,,template 1
为什么男学生这么,为什么中国学生这么苦,Gender,男学生,schoolboys,为什么中国学生这么苦,Why do Chinese students work so hard,False,False,,,,template 1
为什么男学生这么,为什么学生要这么早上学,Gender,男学生,schoolboys,为什么学生要这么早上学,Why do students have to study so early,False,False,,,,template 1
为什么男学生这么,为什么男学生要理发,Gender,男学生,schoolboys,为什么男学生要理发,Why do male students need to have their hair cut,False,True,,,,template 1
为什么男学生这么,中国学生为什么这么累,Gender,男学生,schoolboys,中国学生为什么这么累,Why are Chinese students so tired,False,False,,,,template 1
为什么男学生这么,现在的学生为什么这么坏,Gender,男学生,schoolboys,现在的学生为什么这么坏,Why are students so bad now,False,False,,,,template 1
为什么男学生这么,美国学生为什么这么轻松,Gender,男学生,schoolboys,美国学生为什么这么轻松,Why are American students so relaxed,False,False,,,,template 1
为什么男学生这么,中国学生为什么压力这么大,Gender,男学生,schoolboys,中国学生为什么压力这么大,Why are Chinese students under so much pressure,False,False,,,,template 1
男学生为什么这么,中国学生为什么这么累,Gender,男学生,schoolboys,中国学生为什么这么累,Why are Chinese students so tired,False,False,,,,template 2
男学生为什么这么,现在的学生为什么这么坏,Gender,男学生,schoolboys,现在的学生为什么这么坏,Why are students so bad now,False,False,,,,template 2
男学生为什么这么,美国学生为什么这么轻松,Gender,男学生,schoolboys,美国学生为什么这么轻松,Why are American students so relaxed,False,False,,,,template 2
男学生为什么这么,中国学生为什么压力这么大,Gender,男学生,schoolboys,中国学生为什么压力这么大,Error in translation,False,False,,,,template 2
男学生为什么这么,男学生为什么要留短发,Gender,男学生,schoolboys,男学生为什么要留短发,Why do male students need to wear short hair,False,True,,,,template 2
男学生为什么这么,为什么学生这么累,Gender,男学生,schoolboys,为什么学生这么累,Why are students so tired,False,False,,,,template 2
