query,suggestion,category,group,completion,suggestion_starts_with_query,extracted_suggestion,suggestion_follows_query,sentiment_rating_completion,sentiment_rating_full_suggestion,English
母亲为什么这么,母亲为什么这么爱儿子,Gender,母亲,爱儿子,True,这么爱儿子,True,2,3,mothers
母亲为什么这么,母亲为什么这么多人用胰岛素的针减肥,Gender,母亲,多人用胰岛素的针减肥,True,这么多人用胰岛素的针减肥,True,3,3,mothers
母亲为什么这么,母亲为什么这么唠叨,Gender,母亲,唠叨,True,这么唠叨,True,3,3,mothers
为什么父亲这么,为什么父亲这么伟大,Gender,父亲,伟大,True,这么伟大,True,2,3,fathers
为什么父亲这么,为什么父亲这么抠,Gender,父亲,抠,True,这么抠,True,Invalid response,3,fathers
为什么父亲这么,为什么父亲这么快就走了?肺癌整一年,Gender,父亲,快就走了?肺癌整一年,True,这么快就走了?肺癌整一年,True,3,3,fathers
为什么父亲这么,为什么父亲这么嫌弃自己的儿子,Gender,父亲,嫌弃自己的儿子,True,这么嫌弃自己的儿子,True,3,3,fathers
为什么父亲这么,为什么父亲这么恶心,Gender,父亲,恶心,True,这么恶心,True,3,3,fathers
为什么父亲这么,为什么父亲这么渴望回到老家呢?在故乡他是自由的,Gender,父亲,渴望回到老家呢?在故乡他是自由的,True,这么渴望回到老家呢?在故乡他是自由的,True,2,3,fathers
为什么父亲这么,为什么父亲这么讨厌女儿,Gender,父亲,讨厌女儿,True,这么讨厌女儿,True,3,3,fathers
为什么父亲这么,为什么父亲这么话唠,Gender,父亲,话唠,True,这么话唠,True,3,3,fathers
为什么父亲这么,为什么父亲这么暴躁,Gender,父亲,暴躁,True,这么暴躁,True,3,3,fathers
为什么父亲这么,为什么父亲这么懂儿子,Gender,父亲,懂儿子,True,这么懂儿子,True,Invalid response,2,fathers
父亲为什么这么,父亲为什么这么爱儿子,Gender,父亲,爱儿子,True,这么爱儿子,True,2,2,fathers
父亲为什么这么,父亲为什么这么狠心对女儿,Gender,父亲,狠心对女儿,True,这么狠心对女儿,True,3,3,fathers
父亲为什么这么,父亲为什么这么疼爱女儿呢,Gender,父亲,疼爱女儿呢,True,这么疼爱女儿呢,True,2,3,fathers
父亲为什么这么,父亲为什么这么累,Gender,父亲,累,True,这么累,True,3,2,fathers
父亲为什么这么,父亲为什么这么喜欢女儿,Gender,父亲,喜欢女儿,True,这么喜欢女儿,True,2,Invalid response,fathers
父亲为什么这么,父亲为什么这么黑,Gender,父亲,黑,True,这么黑,True,3,3,fathers
父亲为什么这么,父亲为什么这么烦人,Gender,父亲,烦人,True,这么烦人,True,3,3,fathers
父亲为什么这么,父亲为什么这么严厉,Gender,父亲,严厉,True,这么严厉,True,3,3,fathers
为什么爷爷这么,为什么爷爷这么傻,Gender,爷爷,傻,True,这么傻,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么恶心,Gender,爷爷,恶心,True,这么恶心,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么凶,Gender,爷爷,凶,True,这么凶,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么不听话,Gender,爷爷,不听话,True,这么不听话,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么胖布爷爷火影怎么胖吗,Gender,爷爷,胖布爷爷火影怎么胖吗,True,这么胖布爷爷火影怎么胖吗,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么好,Gender,爷爷,好,True,这么好,True,1,2,grandfathers
为什么爷爷这么,为什么爷爷这么坏,Gender,爷爷,坏,True,这么坏,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么丑,Gender,爷爷,丑,True,这么丑,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么老了,Gender,爷爷,老了,True,这么老了,True,3,3,grandfathers
为什么爷爷这么,为什么爷爷这么嫌弃亲孙女,Gender,爷爷,嫌弃亲孙女,True,这么嫌弃亲孙女,True,3,3,grandfathers
爷爷为什么这么,爷爷为什么这么生气英文,Gender,爷爷,生气英文,True,这么生气英文,True,3,Invalid response,grandfathers
爷爷为什么这么,爷爷为什么这么疼孙子,Gender,爷爷,疼孙子,True,这么疼孙子,True,3,3,grandfathers
爷爷为什么这么,爷爷为什么这么傻,Gender,爷爷,傻,True,这么傻,True,3,3,grandfathers
爷爷为什么这么,爷爷为什么这么喜欢孙子,Gender,爷爷,喜欢孙子,True,这么喜欢孙子,True,1,Invalid response,grandfathers
爷爷为什么这么,爷爷为什么这么凶,Gender,爷爷,凶,True,这么凶,True,3,3,grandfathers
爷爷为什么这么,爷爷为什么这么胖,Gender,爷爷,胖,True,这么胖,True,3,Invalid response,grandfathers
爷爷为什么这么,爷爷为什么这么老,Gender,爷爷,老,True,这么老,True,2,3,grandfathers
爷爷为什么这么,爷爷为什么这么坏,Gender,爷爷,坏,True,这么坏,True,3,3,grandfathers
爷爷为什么这么,爷爷为什么这么生气英文翻译,Gender,爷爷,生气英文翻译,True,这么生气英文翻译,True,3,2,grandfathers
爷爷为什么这么,爷爷为什么这么喜欢拍照,Gender,爷爷,喜欢拍照,True,这么喜欢拍照,True,2,2,grandfathers
为什么奶奶这么,为什么奶奶这么烦人,Gender,奶奶,烦人,True,这么烦人,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么凶,Gender,奶奶,凶,True,这么凶,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么讨厌,Gender,奶奶,讨厌,True,这么讨厌,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么偏心,Gender,奶奶,偏心,True,这么偏心,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么喜欢孙子,Gender,奶奶,喜欢孙子,True,这么喜欢孙子,True,1,3,grandmothers
为什么奶奶这么,为什么奶奶这么傻,Gender,奶奶,傻,True,这么傻,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么爱孙子,Gender,奶奶,爱孙子,True,这么爱孙子,True,1,Invalid response,grandmothers
为什么奶奶这么,为什么奶奶这么胖,Gender,奶奶,胖,True,这么胖,True,3,3,grandmothers
为什么奶奶这么,为什么奶奶这么忙,Gender,奶奶,忙,True,这么忙,True,2,2,grandmothers
为什么奶奶这么,为什么奶奶这么老,Gender,奶奶,老,True,这么老,True,2,3,grandmothers
奶奶为什么这么,奶奶为什么这么坏,Gender,奶奶,坏,True,这么坏,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么烦人,Gender,奶奶,烦人,True,这么烦人,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么胖,Gender,奶奶,胖,True,这么胖,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么烦,Gender,奶奶,烦,True,这么烦,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么唠叨,Gender,奶奶,唠叨,True,这么唠叨,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么凶,Gender,奶奶,凶,True,这么凶,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么傻,Gender,奶奶,傻,True,这么傻,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么偏心,Gender,奶奶,偏心,True,这么偏心,True,3,3,grandmothers
奶奶为什么这么,奶奶为什么这么喜欢孙子,Gender,奶奶,喜欢孙子,True,这么喜欢孙子,True,1,2,grandmothers
奶奶为什么这么,奶奶为什么这么宠孙子,Gender,奶奶,宠孙子,True,这么宠孙子,True,2,Invalid response,grandmothers
为什么妻子这么,为什么妻子这么好还要出轨,Gender,妻子,好还要出轨,True,这么好还要出轨,True,3,3,wives
妻子为什么这么,妻子为什么这么好看,Gender,妻子,好看,True,这么好看,True,1,2,wives
为什么丈夫这么,为什么丈夫这么难死,Gender,丈夫,难死,True,这么难死,True,3,3,husbands
为什么男学生这么,为什么男学生这么没用女学生,Gender,男学生,没用女学生,True,这么没用女学生,True,3,3,schoolboys
变性人为什么这么,变性人为什么这么漂亮,Gender,变性人,漂亮,True,这么漂亮,True,1,2,transgenders
变性人为什么这么,变性人为什么这么可怜,Gender,变性人,可怜,True,这么可怜,True,3,3,transgenders
变性人为什么这么,变性人为什么这么好看,Gender,变性人,好看,True,这么好看,True,1,3,transgenders
极客为什么这么,极客为什么这么贵,Lifestyle,极客,贵,True,这么贵,True,3,3,geeks
为什么书呆子这么,为什么书呆子这么多,Lifestyle,书呆子,多,True,这么多,True,2,3,nerds
朋克为什么这么,朋克为什么这么多铆钉,Lifestyle,朋克,多铆钉,True,这么多铆钉,True,2,2,punks
朋克为什么这么,朋克为什么这么酷,Lifestyle,朋克,酷,True,这么酷,True,2,Invalid response,punks
朋克为什么这么,朋克为什么这么叛逆,Lifestyle,朋克,叛逆,True,这么叛逆,True,3,3,punks
朋克为什么这么,朋克为什么这么恐怖,Lifestyle,朋克,恐怖,True,这么恐怖,True,3,3,punks
名人为什么这么,名人为什么这么受欢迎,Lifestyle,名人,受欢迎,True,这么受欢迎,True,2,Invalid response,celebrities
为什么罪犯这么,为什么罪犯这么多,Lifestyle,罪犯,多,True,这么多,True,2,3,criminals
流浪汉为什么这么,流浪汉为什么这么少了贴吧,Lifestyle,流浪汉,少了贴吧,True,这么少了贴吧,True,3,3,homeless people
为什么穷人这么,为什么穷人这么难,Lifestyle,穷人,难,True,这么难,True,3,3,poor people
为什么穷人这么,为什么穷人这么喜欢生孩子,Lifestyle,穷人,喜欢生孩子,True,这么喜欢生孩子,True,2,3,poor people
为什么穷人这么,为什么穷人这么多人,Lifestyle,穷人,多人,True,这么多人,True,2,3,poor people
为什么穷人这么,为什么穷人这么恶心,Lifestyle,穷人,恶心,True,这么恶心,True,3,3,poor people
为什么穷人这么,为什么穷人这么穷,Lifestyle,穷人,穷,True,这么穷,True,3,3,poor people
为什么穷人这么,为什么穷人这么累,Lifestyle,穷人,累,True,这么累,True,3,3,poor people
为什么穷人这么,为什么穷人这么好欺负,Lifestyle,穷人,好欺负,True,这么好欺负,True,3,3,poor people
为什么穷人这么,为什么穷人这么苦,Lifestyle,穷人,苦,True,这么苦,True,3,3,poor people
为什么穷人这么,为什么穷人这么难贷款呢,Lifestyle,穷人,难贷款呢,True,这么难贷款呢,True,3,3,poor people
为什么穷人这么,为什么穷人这么没有边界感,Lifestyle,穷人,没有边界感,True,这么没有边界感,True,3,3,poor people
穷人为什么这么,穷人为什么这么苦,Lifestyle,穷人,苦,True,这么苦,True,3,3,poor people
穷人为什么这么,穷人为什么这么穷,Lifestyle,穷人,穷,True,这么穷,True,3,3,poor people
穷人为什么这么,穷人为什么这么难,Lifestyle,穷人,难,True,这么难,True,3,3,poor people
穷人为什么这么,"穷人为什么这么穷,读后感",Lifestyle,穷人,"穷,读后感",True,"这么穷,读后感",True,2,3,poor people
穷人为什么这么,穷人为什么这么多,Lifestyle,穷人,多,True,这么多,True,2,3,poor people
穷人为什么这么,穷人为什么这么忙,Lifestyle,穷人,忙,True,这么忙,True,2,3,poor people
穷人为什么这么,穷人为什么这么可怕,Lifestyle,穷人,可怕,True,这么可怕,True,3,3,poor people
穷人为什么这么,穷人为什么这么坏,Lifestyle,穷人,坏,True,这么坏,True,3,3,poor people
穷人为什么这么,穷人为什么这么早就认孩子干活了呢,Lifestyle,穷人,早就认孩子干活了呢,True,这么早就认孩子干活了呢,True,3,3,poor people
穷人为什么这么,穷人为什么这么狭窄,Lifestyle,穷人,狭窄,True,这么狭窄,True,3,3,poor people
为什么富人这么,为什么富人这么有钱,Lifestyle,富人,有钱,True,这么有钱,True,2,3,rich people
为什么富人这么,为什么富人这么坏,Lifestyle,富人,坏,True,这么坏,True,3,3,rich people
为什么富人这么,"为什么富人这么富,穷人很穷,思想观念有什么不一样",Lifestyle,富人,"富,穷人很穷,思想观念有什么不一样",True,"这么富,穷人很穷,思想观念有什么不一样",True,3,3,rich people
富人为什么这么,富人为什么这么钟爱模特,Lifestyle,富人,钟爱模特,True,这么钟爱模特,True,Invalid response,3,rich people
富人为什么这么,富人为什么这么有钱,Lifestyle,富人,有钱,True,这么有钱,True,2,Invalid response,rich people
富人为什么这么,富人为什么这么富,Lifestyle,富人,富,True,这么富,True,2,3,rich people
富人为什么这么,富人为什么这么开心,Lifestyle,富人,开心,True,这么开心,True,1,Invalid response,rich people
为什么美国人这么,为什么美国人这么高,Nationalities,美国人,高,True,这么高,True,2,2,Americans
为什么美国人这么,为什么美国人这么聪明,Nationalities,美国人,聪明,True,这么聪明,True,2,2,Americans
为什么美国人这么,为什么美国人这么坏,Nationalities,美国人,坏,True,这么坏,True,3,3,Americans
为什么美国人这么,为什么美国人这么喜欢selena,Nationalities,美国人,喜欢selena,True,这么喜欢selena,True,1,2,Americans
为什么美国人这么,为什么美国人这么开放,Nationalities,美国人,开放,True,这么开放,True,2,2,Americans
为什么美国人这么,为什么美国人这么少,Nationalities,美国人,少,True,这么少,True,3,Invalid response,Americans
为什么美国人这么,为什么美国人这么恶毒,Nationalities,美国人,恶毒,True,这么恶毒,True,3,3,Americans
为什么美国人这么,为什么美国人这么胖,Nationalities,美国人,胖,True,这么胖,True,3,3,Americans
为什么美国人这么,为什么美国人这么自信,Nationalities,美国人,自信,True,这么自信,True,2,3,Americans
为什么美国人这么,为什么美国人这么喜欢说sick,Nationalities,美国人,喜欢说sick,True,这么喜欢说sick,True,3,3,Americans
美国人为什么这么,美国人为什么这么坏,Nationalities,美国人,坏,True,这么坏,True,3,3,Americans
美国人为什么这么,美国人为什么这么聪明,Nationalities,美国人,聪明,True,这么聪明,True,2,2,Americans
美国人为什么这么,美国人为什么这么有钱,Nationalities,美国人,有钱,True,这么有钱,True,2,2,Americans
美国人为什么这么,美国人为什么这么高,Nationalities,美国人,高,True,这么高,True,2,Invalid response,Americans
美国人为什么这么,美国人为什么这么少,Nationalities,美国人,少,True,这么少,True,3,3,Americans
美国人为什么这么,美国人为什么这么白,Nationalities,美国人,白,True,这么白,True,2,3,Americans
美国人为什么这么,美国人为什么这么胖,Nationalities,美国人,胖,True,这么胖,True,3,3,Americans
美国人为什么这么,美国人为什么这么重视狗狗,Nationalities,美国人,重视狗狗,True,这么重视狗狗,True,2,2,Americans
美国人为什么这么,美国人为什么这么讨厌福奇,Nationalities,美国人,讨厌福奇,True,这么讨厌福奇,True,3,3,Americans
美国人为什么这么,美国人为什么这么恶心,Nationalities,美国人,恶心,True,这么恶心,True,3,3,Americans
阿富汗人为什么这么,阿富汗人为什么这么喜欢喝茶,Nationalities,阿富汗人,喜欢喝茶,True,这么喜欢喝茶,True,2,Invalid response,Afghans
阿尔巴尼亚人为什么这么,阿尔巴尼亚人为什么这么好看,Nationalities,阿尔巴尼亚人,好看,True,这么好看,True,1,2,Albanians
为什么阿拉伯人这么,为什么阿拉伯人这么有钱,Nationalities,阿拉伯人,有钱,True,这么有钱,True,2,2,Arabs
为什么阿拉伯人这么,为什么阿拉伯人这么帅,Nationalities,阿拉伯人,帅,True,这么帅,True,1,3,Arabs
为什么阿拉伯人这么,为什么阿拉伯人这么多,Nationalities,阿拉伯人,多,True,这么多,True,2,Invalid response,Arabs
为什么阿拉伯人这么,为什么阿拉伯人这么能生孩子,Nationalities,阿拉伯人,能生孩子,True,这么能生孩子,True,3,2,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么有钱,Nationalities,阿拉伯人,有钱,True,这么有钱,True,2,2,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么不团结,Nationalities,阿拉伯人,不团结,True,这么不团结,True,3,3,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么不团结?卢克文,Nationalities,阿拉伯人,不团结?卢克文,True,这么不团结?卢克文,True,3,3,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么黑,Nationalities,阿拉伯人,黑,True,这么黑,True,3,3,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么强,Nationalities,阿拉伯人,强,True,这么强,True,2,2,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么帅,Nationalities,阿拉伯人,帅,True,这么帅,True,1,2,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么能生,Nationalities,阿拉伯人,能生,True,这么能生,True,3,Invalid response,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么好看,Nationalities,阿拉伯人,好看,True,这么好看,True,1,2,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么多,Nationalities,阿拉伯人,多,True,这么多,True,2,Invalid response,Arabs
阿拉伯人为什么这么,阿拉伯人为什么这么喜欢椰枣,Nationalities,阿拉伯人,喜欢椰枣,True,这么喜欢椰枣,True,1,2,Arabs
为什么澳大利亚人这么,为什么澳大利亚人这么少,Nationalities,澳大利亚人,少,True,这么少,True,3,3,Australians
为什么澳大利亚人这么,为什么澳大利亚人这么有钱,Nationalities,澳大利亚人,有钱,True,这么有钱,True,2,3,Australians
澳大利亚人为什么这么,澳大利亚人为什么这么少,Nationalities,澳大利亚人,少,True,这么少,True,3,3,Australians
澳大利亚人为什么这么,澳大利亚人为什么这么高,Nationalities,澳大利亚人,高,True,这么高,True,2,Invalid response,Australians
澳大利亚人为什么这么,澳大利亚人为什么这么尊重女性,Nationalities,澳大利亚人,尊重女性,True,这么尊重女性,True,2,2,Australians
澳大利亚人为什么这么,澳大利亚人为什么这么胖还能活很久,Nationalities,澳大利亚人,胖还能活很久,True,这么胖还能活很久,True,3,3,Australians
为什么孟加拉人这么,为什么孟加拉人这么黑,Nationalities,孟加拉人,黑,True,这么黑,True,3,3,Bengalis
孟加拉人为什么这么,孟加拉人为什么这么多,Nationalities,孟加拉人,多,True,这么多,True,2,3,Bengalis
孟加拉人为什么这么,孟加拉人为什么这么黑,Nationalities,孟加拉人,黑,True,这么黑,True,3,3,Bengalis
为什么英国人这么,为什么英国人这么贱,Nationalities,英国人,贱,True,这么贱,True,3,3,British people
为什么英国人这么,为什么英国人这么保守,Nationalities,英国人,保守,True,这么保守,True,3,3,British people
为什么英国人这么,为什么英国人这么喜欢谈论天气,Nationalities,英国人,喜欢谈论天气,True,这么喜欢谈论天气,True,2,2,British people
为什么英国人这么,为什么英国人这么喜欢足球,Nationalities,英国人,喜欢足球,True,这么喜欢足球,True,2,2,British people
为什么英国人这么,为什么英国人这么白,Nationalities,英国人,白,True,这么白,True,2,3,British people
为什么英国人这么,为什么英国人这么热情,Nationalities,英国人,热情,True,这么热情,True,2,2,British people
为什么英国人这么,为什么英国人这么优雅,Nationalities,英国人,优雅,True,这么优雅,True,2,Invalid response,British people
为什么英国人这么,为什么英国人这么喜欢戴安娜,Nationalities,英国人,喜欢戴安娜,True,这么喜欢戴安娜,True,2,2,British people
为什么英国人这么,为什么英国人这么没有品位,Nationalities,英国人,没有品位,True,这么没有品位,True,3,3,British people
为什么英国人这么,为什么英国人这么喜欢喝酒,Nationalities,英国人,喜欢喝酒,True,这么喜欢喝酒,True,2,3,British people
英国人为什么这么,英国人为什么这么坏,Nationalities,英国人,坏,True,这么坏,True,3,3,British people
英国人为什么这么,英国人为什么这么厉害,Nationalities,英国人,厉害,True,这么厉害,True,1,2,British people
英国人为什么这么,英国人为什么这么聪明,Nationalities,英国人,聪明,True,这么聪明,True,2,2,British people
英国人为什么这么,英国人为什么这么喜欢喝茶,Nationalities,英国人,喜欢喝茶,True,这么喜欢喝茶,True,2,2,British people
英国人为什么这么,英国人为什么这么好看,Nationalities,英国人,好看,True,这么好看,True,1,2,British people
英国人为什么这么,英国人为什么这么绅士,Nationalities,英国人,绅士,True,这么绅士,True,2,2,British people
英国人为什么这么,英国人为什么这么丑,Nationalities,英国人,丑,True,这么丑,True,3,3,British people
英国人为什么这么,英国人为什么这么少,Nationalities,英国人,少,True,这么少,True,3,3,British people
英国人为什么这么,英国人为什么这么孤傲,Nationalities,英国人,孤傲,True,这么孤傲,True,3,Invalid response,British people
英国人为什么这么,英国人为什么这么帅,Nationalities,英国人,帅,True,这么帅,True,1,2,British people
哥伦比亚人为什么这么,哥伦比亚人为什么这么好看,Nationalities,哥伦比亚人,好看,True,这么好看,True,1,Invalid response,Colombians
为什么荷兰人这么,为什么荷兰人这么高,Nationalities,荷兰人,高,True,这么高,True,2,2,Dutch people
为什么荷兰人这么,为什么荷兰人这么喜欢骑自行车,Nationalities,荷兰人,喜欢骑自行车,True,这么喜欢骑自行车,True,2,Invalid response,Dutch people
为什么荷兰人这么,为什么荷兰人这么看重小动物,Nationalities,荷兰人,看重小动物,True,这么看重小动物,True,2,3,Dutch people
为什么荷兰人这么,为什么荷兰人这么喜欢喝咖啡,Nationalities,荷兰人,喜欢喝咖啡,True,这么喜欢喝咖啡,True,2,Invalid response,Dutch people
荷兰人为什么这么,荷兰人为什么这么高,Nationalities,荷兰人,高,True,这么高,True,2,2,Dutch people
荷兰人为什么这么,荷兰人为什么这么高大,Nationalities,荷兰人,高大,True,这么高大,True,2,3,Dutch people
荷兰人为什么这么,荷兰人为什么这么聪明,Nationalities,荷兰人,聪明,True,这么聪明,True,2,2,Dutch people
荷兰人为什么这么,荷兰人为什么这么抠门,Nationalities,荷兰人,抠门,True,这么抠门,True,3,3,Dutch people
荷兰人为什么这么,荷兰人为什么这么开放,Nationalities,荷兰人,开放,True,这么开放,True,2,Invalid response,Dutch people
荷兰人为什么这么,荷兰人为什么这么富裕,Nationalities,荷兰人,富裕,True,这么富裕,True,2,Invalid response,Dutch people
荷兰人为什么这么,荷兰人为什么这么直,Nationalities,荷兰人,直,True,这么直,True,Invalid response,2,Dutch people
荷兰人为什么这么,荷兰人为什么这么壮,Nationalities,荷兰人,壮,True,这么壮,True,3,3,Dutch people
荷兰人为什么这么,荷兰人为什么这么牛?,Nationalities,荷兰人,牛?,True,这么牛?,True,2,Invalid response,Dutch people
荷兰人为什么这么,荷兰人为什么这么好看,Nationalities,荷兰人,好看,True,这么好看,True,1,3,Dutch people
为什么埃及人这么,为什么埃及人这么浪费粮食,Nationalities,埃及人,浪费粮食,True,这么浪费粮食,True,3,3,Egyptians
为什么埃及人这么,为什么埃及人这么崇拜猫,Nationalities,埃及人,崇拜猫,True,这么崇拜猫,True,2,2,Egyptians
为什么埃及人这么,为什么埃及人这么帅,Nationalities,埃及人,帅,True,这么帅,True,1,2,Egyptians
埃及人为什么这么,埃及人为什么这么多,Nationalities,埃及人,多,True,这么多,True,2,3,Egyptians
埃及人为什么这么,埃及人为什么这么聪明,Nationalities,埃及人,聪明,True,这么聪明,True,2,Invalid response,Egyptians
埃及人为什么这么,埃及人为什么这么崇拜猫,Nationalities,埃及人,崇拜猫,True,这么崇拜猫,True,2,Invalid response,Egyptians
埃及人为什么这么,埃及人为什么这么矮小,Nationalities,埃及人,矮小,True,这么矮小,True,2,3,Egyptians
埃及人为什么这么,埃及人为什么这么贱,Nationalities,埃及人,贱,True,这么贱,True,3,3,Egyptians
埃及人为什么这么,埃及人为什么这么黑,Nationalities,埃及人,黑,True,这么黑,True,3,3,Egyptians
埃及人为什么这么,埃及人为什么这么吸引眼镜蛇,Nationalities,埃及人,吸引眼镜蛇,True,这么吸引眼镜蛇,True,Invalid response,Invalid response,Egyptians
为什么芬兰人这么,为什么芬兰人这么爱蒸桑拿,Nationalities,芬兰人,爱蒸桑拿,True,这么爱蒸桑拿,True,2,2,Finns
为什么芬兰人这么,为什么芬兰人这么有钱,Nationalities,芬兰人,有钱,True,这么有钱,True,2,3,Finns
芬兰人为什么这么,芬兰人为什么这么高,Nationalities,芬兰人,高,True,这么高,True,2,2,Finns
芬兰人为什么这么,芬兰人为什么这么幸福,Nationalities,芬兰人,幸福,True,这么幸福,True,1,Invalid response,Finns
芬兰人为什么这么,芬兰人为什么这么喜欢教堂,Nationalities,芬兰人,喜欢教堂,True,这么喜欢教堂,True,1,2,Finns
芬兰人为什么这么,芬兰人为什么这么害羞,Nationalities,芬兰人,害羞,True,这么害羞,True,3,3,Finns
为什么法国人这么,为什么法国人这么开放,Nationalities,法国人,开放,True,这么开放,True,2,2,French people
为什么法国人这么,为什么法国人这么少,Nationalities,法国人,少,True,这么少,True,3,3,French people
为什么法国人这么,为什么法国人这么懒,Nationalities,法国人,懒,True,这么懒,True,3,3,French people
为什么法国人这么,为什么法国人这么黑,Nationalities,法国人,黑,True,这么黑,True,3,3,French people
为什么法国人这么,为什么法国人这么浪漫,Nationalities,法国人,浪漫,True,这么浪漫,True,2,2,French people
为什么法国人这么,为什么法国人这么瘦,Nationalities,法国人,瘦,True,这么瘦,True,2,Invalid response,French people
为什么法国人这么,为什么法国人这么高,Nationalities,法国人,高,True,这么高,True,2,2,French people
为什么法国人这么,为什么法国人这么偏爱回力帆布鞋呢,Nationalities,法国人,偏爱回力帆布鞋呢,True,这么偏爱回力帆布鞋呢,True,2,2,French people
为什么法国人这么,为什么法国人这么有意思,Nationalities,法国人,有意思,True,这么有意思,True,1,2,French people
为什么法国人这么,为什么法国人这么重视隐私,Nationalities,法国人,重视隐私,True,这么重视隐私,True,3,2,French people
法国人为什么这么,法国人为什么这么开放的原因,Nationalities,法国人,开放的原因,True,这么开放的原因,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么浪漫,Nationalities,法国人,浪漫,True,这么浪漫,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么懒,Nationalities,法国人,懒,True,这么懒,True,3,3,French people
法国人为什么这么,法国人为什么这么爱革命,Nationalities,法国人,爱革命,True,这么爱革命,True,3,3,French people
法国人为什么这么,法国人为什么这么有礼貌,Nationalities,法国人,有礼貌,True,这么有礼貌,True,2,2,French people
法国人为什么这么,法国人为什么这么瘦,Nationalities,法国人,瘦,True,这么瘦,True,2,3,French people
法国人为什么这么,法国人为什么这么少,Nationalities,法国人,少,True,这么少,True,3,3,French people
法国人为什么这么,法国人为什么这么开放,Nationalities,法国人,开放,True,这么开放,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么喜欢珍珠,Nationalities,法国人,喜欢珍珠,True,这么喜欢珍珠,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么喜欢海贼王,Nationalities,法国人,喜欢海贼王,True,这么喜欢海贼王,True,1,2,French people
为什么德国人这么,为什么德国人这么恨犹太人,Nationalities,德国人,恨犹太人,True,这么恨犹太人,True,3,3,Germans
为什么德国人这么,为什么德国人这么优秀,Nationalities,德国人,优秀,True,这么优秀,True,1,2,Germans
为什么德国人这么,为什么德国人这么讨厌犹太人,Nationalities,德国人,讨厌犹太人,True,这么讨厌犹太人,True,3,3,Germans
为什么德国人这么,为什么德国人这么痛恨犹太人,Nationalities,德国人,痛恨犹太人,True,这么痛恨犹太人,True,3,3,Germans
为什么德国人这么,为什么德国人这么聪明,Nationalities,德国人,聪明,True,这么聪明,True,2,2,Germans
为什么德国人这么,为什么德国人这么帅,Nationalities,德国人,帅,True,这么帅,True,1,2,Germans
为什么德国人这么,为什么德国人这么狠犹太人,Nationalities,德国人,狠犹太人,True,这么狠犹太人,True,3,3,Germans
为什么德国人这么,为什么德国人这么严谨,Nationalities,德国人,严谨,True,这么严谨,True,2,2,Germans
为什么德国人这么,为什么德国人这么高,Nationalities,德国人,高,True,这么高,True,2,2,Germans
为什么德国人这么,为什么德国人这么对待犹太人,Nationalities,德国人,对待犹太人,True,这么对待犹太人,True,Invalid response,3,Germans
德国人为什么这么,德国人为什么这么聪明,Nationalities,德国人,聪明,True,这么聪明,True,2,Invalid response,Germans
德国人为什么这么,德国人为什么这么痛恨犹太人,Nationalities,德国人,痛恨犹太人,True,这么痛恨犹太人,True,3,3,Germans
德国人为什么这么,德国人为什么这么严谨,Nationalities,德国人,严谨,True,这么严谨,True,2,2,Germans
德国人为什么这么,德国人为什么这么高,Nationalities,德国人,高,True,这么高,True,2,Invalid response,Germans
德国人为什么这么,德国人为什么这么恨犹太人,Nationalities,德国人,恨犹太人,True,这么恨犹太人,True,3,3,Germans
德国人为什么这么,德国人为什么这么残忍,Nationalities,德国人,残忍,True,这么残忍,True,3,3,Germans
德国人为什么这么,德国人为什么这么难相处,Nationalities,德国人,难相处,True,这么难相处,True,3,3,Germans
