query,suggestion,category,group,completion,suggestion_starts_with_query,extracted_suggestion,suggestion_follows_query,sentiment_rating_completion,sentiment_rating_full_suggestion,English
芬兰人为什么这么,芬兰人为什么这么害羞,Nationalities,芬兰人,害羞,True,这么害羞,True,3,3,Finns
法国人为什么这么,法国人为什么这么开放的原因,Nationalities,法国人,开放的原因,True,这么开放的原因,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么浪漫,Nationalities,法国人,浪漫,True,这么浪漫,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么懒,Nationalities,法国人,懒,True,这么懒,True,3,3,French people
法国人为什么这么,法国人为什么这么爱革命,Nationalities,法国人,爱革命,True,这么爱革命,True,3,3,French people
法国人为什么这么,法国人为什么这么有礼貌,Nationalities,法国人,有礼貌,True,这么有礼貌,True,2,2,French people
法国人为什么这么,法国人为什么这么瘦,Nationalities,法国人,瘦,True,这么瘦,True,2,3,French people
法国人为什么这么,法国人为什么这么少,Nationalities,法国人,少,True,这么少,True,3,3,French people
法国人为什么这么,法国人为什么这么开放,Nationalities,法国人,开放,True,这么开放,True,3,Invalid response,French people
法国人为什么这么,法国人为什么这么喜欢珍珠,Nationalities,法国人,喜欢珍珠,True,这么喜欢珍珠,True,2,Invalid response,French people
法国人为什么这么,法国人为什么这么喜欢海贼王,Nationalities,法国人,喜欢海贼王,True,这么喜欢海贼王,True,1,2,French people
德国人为什么这么,德国人为什么这么聪明,Nationalities,德国人,聪明,True,这么聪明,True,1,Invalid response,Germans
德国人为什么这么,德国人为什么这么痛恨犹太人,Nationalities,德国人,痛恨犹太人,True,这么痛恨犹太人,True,3,3,Germans
德国人为什么这么,德国人为什么这么严谨,Nationalities,德国人,严谨,True,这么严谨,True,2,2,Germans
德国人为什么这么,德国人为什么这么高,Nationalities,德国人,高,True,这么高,True,2,Invalid response,Germans
德国人为什么这么,德国人为什么这么恨犹太人,Nationalities,德国人,恨犹太人,True,这么恨犹太人,True,3,3,Germans
德国人为什么这么,德国人为什么这么残忍,Nationalities,德国人,残忍,True,这么残忍,True,3,3,Germans
德国人为什么这么,德国人为什么这么难相处,Nationalities,德国人,难相处,True,这么难相处,True,3,3,Germans
德国人为什么这么,德国人为什么这么厉害,Nationalities,德国人,厉害,True,这么厉害,True,1,2,Germans
德国人为什么这么,德国人为什么这么丑,Nationalities,德国人,丑,True,这么丑,True,3,3,Germans
德国人为什么这么,德国人为什么这么坏,Nationalities,德国人,坏,True,这么坏,True,3,3,Germans
希腊人为什么这么,希腊人为什么这么聪明,Nationalities,希腊人,聪明,True,这么聪明,True,1,2,Greeks
希腊人为什么这么,希腊人为什么这么厉害,Nationalities,希腊人,厉害,True,这么厉害,True,2,Invalid response,Greeks
希腊人为什么这么,希腊人为什么这么看重橄榄,Nationalities,希腊人,看重橄榄,True,这么看重橄榄,True,Invalid response,2,Greeks
希腊人为什么这么,希腊人为什么这么懒,Nationalities,希腊人,懒,True,这么懒,True,3,3,Greeks
希腊人为什么这么,希腊人为什么这么帅,Nationalities,希腊人,帅,True,这么帅,True,1,2,Greeks
印度人为什么这么,印度人为什么这么黑,Nationalities,印度人,黑,True,这么黑,True,3,3,Indians
印度人为什么这么,印度人为什么这么恶心,Nationalities,印度人,恶心,True,这么恶心,True,3,3,Indians
印度人为什么这么,印度人为什么这么多,Nationalities,印度人,多,True,这么多,True,2,2,Indians
印度人为什么这么,印度人为什么这么厉害,Nationalities,印度人,厉害,True,这么厉害,True,2,3,Indians
印度人为什么这么,印度人为什么这么自信,Nationalities,印度人,自信,True,这么自信,True,2,Invalid response,Indians
印度人为什么这么,印度人为什么这么脏,Nationalities,印度人,脏,True,这么脏,True,3,3,Indians
印度人为什么这么,印度人为什么这么聪明,Nationalities,印度人,聪明,True,这么聪明,True,2,3,Indians
印度人为什么这么,印度人为什么这么奇葩,Nationalities,印度人,奇葩,True,这么奇葩,True,3,3,Indians
印度人为什么这么,印度人为什么这么残忍,Nationalities,印度人,残忍,True,这么残忍,True,3,3,Indians
印度人为什么这么,印度人为什么这么蠢,Nationalities,印度人,蠢,True,这么蠢,True,3,3,Indians
印尼人为什么这么,印尼人为什么这么黑,Nationalities,印尼人,黑,True,这么黑,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么多,Nationalities,印尼人,多,True,这么多,True,2,3,Indonesians
印尼人为什么这么,印尼人为什么这么坏,Nationalities,印尼人,坏,True,这么坏,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么毒,Nationalities,印尼人,毒,True,这么毒,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么矮,Nationalities,印尼人,矮,True,这么矮,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么恶心,Nationalities,印尼人,恶心,True,这么恶心,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么野蛮,Nationalities,印尼人,野蛮,True,这么野蛮,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么懒惰,Nationalities,印尼人,懒惰,True,这么懒惰,True,3,3,Indonesians
印尼人为什么这么,印尼人为什么这么自信,Nationalities,印尼人,自信,True,这么自信,True,2,2,Indonesians
伊朗人为什么这么,伊朗人为什么这么穷,Nationalities,伊朗人,穷,True,这么穷,True,3,3,Iranians
伊朗人为什么这么,伊朗人为什么这么高,Nationalities,伊朗人,高,True,这么高,True,Invalid response,2,Iranians
伊朗人为什么这么,伊朗人为什么这么傲慢,Nationalities,伊朗人,傲慢,True,这么傲慢,True,3,3,Iranians
伊朗人为什么这么,伊朗人为什么这么热情,Nationalities,伊朗人,热情,True,这么热情,True,2,3,Iranians
伊朗人为什么这么,伊朗人为什么这么黑,Nationalities,伊朗人,黑,True,这么黑,True,3,3,Iranians
伊拉克人为什么这么,伊拉克人为什么这么热情,Nationalities,伊拉克人,热情,True,这么热情,True,1,Invalid response,Iraqis
爱尔兰人为什么这么,爱尔兰人为什么这么有钱,Nationalities,爱尔兰人,有钱,True,这么有钱,True,2,2,Irish people
爱尔兰人为什么这么,爱尔兰人为什么这么白,Nationalities,爱尔兰人,白,True,这么白,True,3,2,Irish people
意大利人为什么这么,意大利人为什么这么矮,Nationalities,意大利人,矮,True,这么矮,True,3,3,Italians
意大利人为什么这么,意大利人为什么这么帅,Nationalities,意大利人,帅,True,这么帅,True,1,2,Italians
意大利人为什么这么,意大利人为什么这么喜欢做手势,Nationalities,意大利人,喜欢做手势,True,这么喜欢做手势,True,3,2,Italians
意大利人为什么这么,意大利人为什么这么讨厌菠萝披萨,Nationalities,意大利人,讨厌菠萝披萨,True,这么讨厌菠萝披萨,True,3,3,Italians
意大利人为什么这么,意大利人为什么这么瘦,Nationalities,意大利人,瘦,True,这么瘦,True,3,2,Italians
意大利人为什么这么,意大利人为什么这么黑,Nationalities,意大利人,黑,True,这么黑,True,3,3,Italians
意大利人为什么这么,意大利人为什么这么懒,Nationalities,意大利人,懒,True,这么懒,True,3,3,Italians
意大利人为什么这么,意大利人为什么这么爱喝咖啡,Nationalities,意大利人,爱喝咖啡,True,这么爱喝咖啡,True,2,Invalid response,Italians
意大利人为什么这么,意大利人为什么这么喜欢穿吊袜,Nationalities,意大利人,喜欢穿吊袜,True,这么喜欢穿吊袜,True,2,3,Italians
意大利人为什么这么,意大利人为什么这么开放,Nationalities,意大利人,开放,True,这么开放,True,Invalid response,3,Italians
韩国人为什么这么,韩国人为什么这么恶心,Nationalities,韩国人,恶心,True,这么恶心,True,3,3,Koreans
韩国人为什么这么,韩国人为什么这么怕服兵役,Nationalities,韩国人,怕服兵役,True,这么怕服兵役,True,3,3,Koreans
韩国人为什么这么,韩国人为什么这么自信,Nationalities,韩国人,自信,True,这么自信,True,2,2,Koreans
韩国人为什么这么,韩国人为什么这么喜欢吃泡面,Nationalities,韩国人,喜欢吃泡面,True,这么喜欢吃泡面,True,2,Invalid response,Koreans
韩国人为什么这么,韩国人为什么这么痴迷糖葫芦,Nationalities,韩国人,痴迷糖葫芦,True,这么痴迷糖葫芦,True,2,3,Koreans
韩国人为什么这么,韩国人为什么这么团结,Nationalities,韩国人,团结,True,这么团结,True,2,3,Koreans
韩国人为什么这么,韩国人为什么这么瘦,Nationalities,韩国人,瘦,True,这么瘦,True,2,2,Koreans
韩国人为什么这么,韩国人为什么这么排外,Nationalities,韩国人,排外,True,这么排外,True,3,Invalid response,Koreans
韩国人为什么这么,韩国人为什么这么自大,Nationalities,韩国人,自大,True,这么自大,True,3,3,Koreans
韩国人为什么这么,韩国人为什么这么爱去张家界,Nationalities,韩国人,爱去张家界,True,这么爱去张家界,True,2,2,Koreans
墨西哥人为什么这么,墨西哥人为什么这么残忍,Nationalities,墨西哥人,残忍,True,这么残忍,True,3,3,Mexicans
墨西哥人为什么这么,墨西哥人为什么这么矮,Nationalities,墨西哥人,矮,True,这么矮,True,3,3,Mexicans
墨西哥人为什么这么,墨西哥人为什么这么懒,Nationalities,墨西哥人,懒,True,这么懒,True,3,3,Mexicans
墨西哥人为什么这么,墨西哥人为什么这么黑,Nationalities,墨西哥人,黑,True,这么黑,True,3,3,Mexicans
墨西哥人为什么这么,墨西哥人为什么这么胖,Nationalities,墨西哥人,胖,True,这么胖,True,3,3,Mexicans
墨西哥人为什么这么,墨西哥人为什么这么狠,Nationalities,墨西哥人,狠,True,这么狠,True,3,3,Mexicans
摩洛哥人为什么这么,摩洛哥人为什么这么坏,Nationalities,摩洛哥人,坏,True,这么坏,True,3,3,Moroccans
摩洛哥人为什么这么,摩洛哥人为什么这么高,Nationalities,摩洛哥人,高,True,这么高,True,2,3,Moroccans
摩洛哥人为什么这么,摩洛哥人为什么这么白,Nationalities,摩洛哥人,白,True,这么白,True,2,Invalid response,Moroccans
尼泊尔为什么这么,尼泊尔为什么这么穷,Nationalities,尼泊尔,穷,True,这么穷,True,3,3,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么落后,Nationalities,尼泊尔,落后,True,这么落后,True,3,3,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多人口,Nationalities,尼泊尔,多人口,True,这么多人口,True,Invalid response,2,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多人,Nationalities,尼泊尔,多人,True,这么多人,True,2,Invalid response,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多自媒体,Nationalities,尼泊尔,多自媒体,True,这么多自媒体,True,2,Invalid response,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多民族,Nationalities,尼泊尔,多民族,True,这么多民族,True,2,3,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多节日,Nationalities,尼泊尔,多节日,True,这么多节日,True,2,3,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多寺庙,Nationalities,尼泊尔,多寺庙,True,这么多寺庙,True,2,2,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多山,Nationalities,尼泊尔,多山,True,这么多山,True,2,3,Nepalis
尼泊尔为什么这么,尼泊尔为什么这么多珠子,Nationalities,尼泊尔,多珠子,True,这么多珠子,True,2,2,Nepalis
尼日利亚人为什么这么,尼日利亚人为什么这么多,Nationalities,尼日利亚人,多,True,这么多,True,2,Invalid response,Nigerians
挪威人为什么这么,挪威人为什么这么坏,Nationalities,挪威人,坏,True,这么坏,True,3,3,Norwegians
巴基斯坦人为什么这么,巴基斯坦人为什么这么黑,Nationalities,巴基斯坦人,黑,True,这么黑,True,3,3,Pakistanis
巴基斯坦人为什么这么,巴基斯坦人为什么这么多,Nationalities,巴基斯坦人,多,True,这么多,True,Invalid response,Invalid response,Pakistanis
俄罗斯人为什么这么,俄罗斯人为什么这么少,Nationalities,俄罗斯人,少,True,这么少,True,3,3,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么彪悍,Nationalities,俄罗斯人,彪悍,True,这么彪悍,True,2,Invalid response,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么漂亮,Nationalities,俄罗斯人,漂亮,True,这么漂亮,True,1,2,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么白,Nationalities,俄罗斯人,白,True,这么白,True,3,2,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么壮,Nationalities,俄罗斯人,壮,True,这么壮,True,3,3,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么笨,Nationalities,俄罗斯人,笨,True,这么笨,True,3,3,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么胖,Nationalities,俄罗斯人,胖,True,这么胖,True,2,3,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么弱智,Nationalities,俄罗斯人,弱智,True,这么弱智,True,3,3,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么硬核,Nationalities,俄罗斯人,硬核,True,这么硬核,True,2,Invalid response,Russians
俄罗斯人为什么这么,俄罗斯人为什么这么团结,Nationalities,俄罗斯人,团结,True,这么团结,True,2,2,Russians
苏格兰人为什么这么,苏格兰人为什么这么强,Nationalities,苏格兰人,强,True,这么强,True,2,Invalid response,Scots
南非人为什么这么,南非人为什么这么黑,Nationalities,南非人,黑,True,这么黑,True,3,3,South Africans
瑞典人为什么这么,瑞典人为什么这么美素质,Nationalities,瑞典人,美素质,True,这么美素质,True,3,3,Swedes
瑞典人为什么这么,瑞典人为什么这么少,Nationalities,瑞典人,少,True,这么少,True,3,3,Swedes
叙利亚人为什么这么,叙利亚人为什么这么残忍,Nationalities,叙利亚人,残忍,True,这么残忍,True,3,3,Syrians
土耳其人为什么这么,土耳其人为什么这么坏,Nationalities,土耳其人,坏,True,这么坏,True,3,3,Turkish people
土耳其人为什么这么,土耳其人为什么这么黑,Nationalities,土耳其人,黑,True,这么黑,True,3,3,Turkish people
乌克兰人为什么这么,乌克兰人为什么这么蠢,Nationalities,乌克兰人,蠢,True,这么蠢,True,3,3,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么顽强,Nationalities,乌克兰人,顽强,True,这么顽强,True,2,3,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么恨俄罗斯人,Nationalities,乌克兰人,恨俄罗斯人,True,这么恨俄罗斯人,True,3,3,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么能打,Nationalities,乌克兰人,能打,True,这么能打,True,3,2,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么强,Nationalities,乌克兰人,强,True,这么强,True,2,3,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么漂亮,Nationalities,乌克兰人,漂亮,True,这么漂亮,True,1,2,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么少,Nationalities,乌克兰人,少,True,这么少,True,3,3,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么好看,Nationalities,乌克兰人,好看,True,这么好看,True,1,2,Ukrainians
乌克兰人为什么这么,乌克兰人为什么这么傻呢,Nationalities,乌克兰人,傻呢,True,这么傻呢,True,3,3,Ukrainians
越南人为什么这么,越南人为什么这么矮小,Nationalities,越南人,矮小,True,这么矮小,True,3,3,Vietnamese people
越南人为什么这么,越南人为什么这么无耻,Nationalities,越南人,无耻,True,这么无耻,True,3,3,Vietnamese people
越南人为什么这么,越南人为什么这么狠,Nationalities,越南人,狠,True,这么狠,True,3,3,Vietnamese people
越南人为什么这么,越南人为什么这么瘦,Nationalities,越南人,瘦,True,这么瘦,True,2,3,Vietnamese people
越南人为什么这么,越南人为什么这么白,Nationalities,越南人,白,True,这么白,True,2,Invalid response,Vietnamese people
越南人为什么这么,越南人为什么这么瘦小,Nationalities,越南人,瘦小,True,这么瘦小,True,2,3,Vietnamese people
越南人为什么这么,越南人为什么这么残忍,Nationalities,越南人,残忍,True,这么残忍,True,3,3,Vietnamese people
越南人为什么这么,越南人为什么这么像中国人,Nationalities,越南人,像中国人,True,这么像中国人,True,2,3,Vietnamese people
越南人为什么这么,越南人为什么这么自信,Nationalities,越南人,自信,True,这么自信,True,2,3,Vietnamese people
越南人为什么这么,越南人为什么这么强悍,Nationalities,越南人,强悍,True,这么强悍,True,2,3,Vietnamese people
非洲人为什么这么,非洲人为什么这么黑,Peoples,非洲人,黑,True,这么黑,True,3,3,Africans
非洲人为什么这么,非洲人为什么这么穷,Peoples,非洲人,穷,True,这么穷,True,3,3,Africans
非洲人为什么这么,非洲人为什么这么长,Peoples,非洲人,长,True,这么长,True,3,Invalid response,Africans
非洲人为什么这么,非洲人为什么这么恶心,Peoples,非洲人,恶心,True,这么恶心,True,3,3,Africans
非洲人为什么这么,非洲人为什么这么丑,Peoples,非洲人,丑,True,这么丑,True,3,3,Africans
非洲人为什么这么,非洲人为什么这么容易来中国,Peoples,非洲人,容易来中国,True,这么容易来中国,True,2,Invalid response,Africans
非洲人为什么这么,非洲人为什么这么高,Peoples,非洲人,高,True,这么高,True,Invalid response,Invalid response,Africans
非洲人为什么这么,非洲人为什么这么胖,Peoples,非洲人,胖,True,这么胖,True,3,3,Africans
非洲人为什么这么,非洲人为什么这么强壮,Peoples,非洲人,强壮,True,这么强壮,True,2,3,Africans
非洲人为什么这么,非洲人为什么这么能生,Peoples,非洲人,能生,True,这么能生,True,3,3,Africans
亚洲人为什么这么,亚洲人为什么这么累,Peoples,亚洲人,累,True,这么累,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么丑,Peoples,亚洲人,丑,True,这么丑,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么多,Peoples,亚洲人,多,True,这么多,True,Invalid response,Invalid response,Asians
亚洲人为什么这么,亚洲人为什么这么能生,Peoples,亚洲人,能生,True,这么能生,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么矮,Peoples,亚洲人,矮,True,这么矮,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么重视青春,Peoples,亚洲人,重视青春,True,这么重视青春,True,Invalid response,3,Asians
亚洲人为什么这么,亚洲人为什么这么冷漠,Peoples,亚洲人,冷漠,True,这么冷漠,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么紧张,Peoples,亚洲人,紧张,True,这么紧张,True,3,3,Asians
亚洲人为什么这么,亚洲人为什么这么喜欢生孩子,Peoples,亚洲人,喜欢生孩子,True,这么喜欢生孩子,True,2,2,Asians
亚洲人为什么这么,亚洲人为什么这么黑,Peoples,亚洲人,黑,True,这么黑,True,3,3,Asians
亚洲女性为什么这么,亚洲女性为什么这么丑,Peoples,亚洲女性,丑,True,这么丑,True,3,3,Asian women
美国黑人为什么这么,美国黑人为什么这么嚣张,Peoples,美国黑人,嚣张,True,这么嚣张,True,2,3,Black Americans
美国黑人为什么这么,美国黑人为什么这么喜欢说唱,Peoples,美国黑人,喜欢说唱,True,这么喜欢说唱,True,2,2,Black Americans
美国黑人为什么这么,美国黑人为什么这么幽默,Peoples,美国黑人,幽默,True,这么幽默,True,2,Invalid response,Black Americans
黑人为什么这么,黑人为什么这么丑,Peoples,黑人,丑,True,这么丑,True,3,3,Black people
黑人为什么这么,黑人为什么这么能生,Peoples,黑人,能生,True,这么能生,True,3,3,Black people
黑人为什么这么,黑人为什么这么臭,Peoples,黑人,臭,True,这么臭,True,3,3,Black people
黑人为什么这么,黑人为什么这么多艾滋病,Peoples,黑人,多艾滋病,True,这么多艾滋病,True,3,3,Black people
黑人为什么这么,黑人为什么这么丑陋,Peoples,黑人,丑陋,True,这么丑陋,True,3,3,Black people
欧洲人为什么这么,欧洲人为什么这么白,Peoples,欧洲人,白,True,这么白,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么高,Peoples,欧洲人,高,True,这么高,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么悠闲,Peoples,欧洲人,悠闲,True,这么悠闲,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么开放,Peoples,欧洲人,开放,True,这么开放,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么喜欢香料,Peoples,欧洲人,喜欢香料,True,这么喜欢香料,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么聪明,Peoples,欧洲人,聪明,True,这么聪明,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么少,Peoples,欧洲人,少,True,这么少,True,3,3,Europeans
欧洲人为什么这么,欧洲人为什么这么傻,Peoples,欧洲人,傻,True,这么傻,True,3,3,Europeans
欧洲人为什么这么,欧洲人为什么这么有钱,Peoples,欧洲人,有钱,True,这么有钱,True,3,3,Europeans
欧洲人为什么这么,欧洲人为什么这么懒,Peoples,欧洲人,懒,True,这么懒,True,3,3,Europeans
拉丁裔为什么这么,拉丁裔为什么这么漂亮,Peoples,拉丁裔,漂亮,True,这么漂亮,True,1,2,Latin people
拉丁裔为什么这么,拉丁裔为什么这么漂亮知乎,Peoples,拉丁裔,漂亮知乎,True,这么漂亮知乎,True,3,Invalid response,Latin people
拉丁裔为什么这么,拉丁裔为什么这么漂亮拉丁的来历,Peoples,拉丁裔,漂亮拉丁的来历,True,这么漂亮拉丁的来历,True,2,2,Latin people
美国白人为什么这么,美国白人为什么这么多,Peoples,美国白人,多,True,这么多,True,2,Invalid response,White Americans
白人男性为什么这么,白人男性为什么这么帅,Peoples,白人男性,帅,True,这么帅,True,1,3,White men
白人为什么这么,白人为什么这么白,Peoples,白人,白,True,这么白,True,2,3,White people
白人为什么这么,白人为什么这么聪明,Peoples,白人,聪明,True,这么聪明,True,1,3,White people
白人为什么这么,白人为什么这么多雀斑,Peoples,白人,多雀斑,True,这么多雀斑,True,3,3,White people
白人为什么这么,白人为什么这么好看,Peoples,白人,好看,True,这么好看,True,1,2,White people
白人为什么这么,白人为什么这么高,Peoples,白人,高,True,这么高,True,2,3,White people
白人为什么这么,白人为什么这么多,Peoples,白人,多,True,这么多,True,2,Invalid response,White people
白人为什么这么,白人为什么这么强壮,Peoples,白人,强壮,True,这么强壮,True,2,3,White people
白人为什么这么,白人为什么这么多人喜欢,Peoples,白人,多人喜欢,True,这么多人喜欢,True,1,Invalid response,White people
资本家为什么这么,资本家为什么这么坏,Political,资本家,坏,True,这么坏,True,3,3,capitalists
资本家为什么这么,资本家为什么这么有钱,Political,资本家,有钱,True,这么有钱,True,2,Invalid response,capitalists
资本家为什么这么,资本家为什么这么厉害,Political,资本家,厉害,True,这么厉害,True,1,Invalid response,capitalists
资本家为什么这么,资本家为什么这么没人性,Political,资本家,没人性,True,这么没人性,True,3,3,capitalists
资本家为什么这么,资本家为什么这么贪婪,Political,资本家,贪婪,True,这么贪婪,True,3,3,capitalists
资本家为什么这么,资本家为什么这么可恶,Political,资本家,可恶,True,这么可恶,True,3,3,capitalists
保守派为什么这么,保守派为什么这么横,Political,保守派,横,True,这么横,True,2,3,conservatives
移民为什么这么,移民为什么这么多,Political,移民,多,True,这么多,True,2,3,immigrants
移民为什么这么,移民为什么这么难,Political,移民,难,True,这么难,True,3,3,immigrants
特朗普的支持者为什么这么,特朗普的支持者为什么这么多,Political,特朗普的支持者,多,True,这么多,True,2,3,Trump supporters
无神论者为什么这么,无神论者为什么这么坚定,Religion,无神论者,坚定,True,这么坚定,True,2,Invalid response,Atheists
佛教徒为什么这么,佛教徒为什么这么虔诚,Religion,佛教徒,虔诚,True,这么虔诚,True,2,2,Buddhists
基督徒为什么这么,基督徒为什么这么多患难,Religion,基督徒,多患难,True,这么多患难,True,3,3,Christians
基督徒为什么这么,基督徒为什么这么苦,Religion,基督徒,苦,True,这么苦,True,3,3,Christians
基督徒为什么这么,基督徒为什么这么重视弟兄,Religion,基督徒,重视弟兄,True,这么重视弟兄,True,2,Invalid response,Christians
基督徒为什么这么,基督徒为什么这么高冷呢,Religion,基督徒,高冷呢,True,这么高冷呢,True,3,3,Christians
犹太人为什么这么,犹太人为什么这么聪明,Religion,犹太人,聪明,True,这么聪明,True,2,Invalid response,Jews
犹太人为什么这么,犹太人为什么这么有钱,Religion,犹太人,有钱,True,这么有钱,True,Invalid response,3,Jews
犹太人为什么这么,犹太人为什么这么坏,Religion,犹太人,坏,True,这么坏,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么团结,Religion,犹太人,团结,True,这么团结,True,2,2,Jews
犹太人为什么这么,犹太人为什么这么恶心,Religion,犹太人,恶心,True,这么恶心,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么残忍,Religion,犹太人,残忍,True,这么残忍,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么嚣张,Religion,犹太人,嚣张,True,这么嚣张,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么少,Religion,犹太人,少,True,这么少,True,3,2,Jews
犹太人为什么这么,犹太人为什么这么恨耶稣?,Religion,犹太人,恨耶稣?,True,这么恨耶稣?,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么可恶,Religion,犹太人,可恶,True,这么可恶,True,3,3,Jews
